
40480, 56, SHA3-224, 4096, 16
40480, 56, SHA3-224, 262144, 116
40480, 64, SHA3-256, 1, 1372
40480, 64, SHA3-256, 64, 47
40480, 64, SHA3-256, 4096, 16
40480, 64, SHA3-256, 262144, 116
40480, 96, SHA3-384, 1, 2042
40480, 96, SHA3-384, 64, 47
40480, 96, SHA3-384, 4096, 16
40480, 96, SHA3-384, 262144, 122
40480, 128, SHA3-512, 1, 2707
40480, 128, SHA3-512, 64, 63
40480, 128, SHA3-512, 4096, 34
40480, 128, SHA3-512, 262144, 103
72864, 40, SHA-1, 1, 1599
72864, 40, SHA-1, 64, 51
72864, 40, SHA-1, 4096, 31
72864, 40, SHA-1, 262144, 118
72864, 56, SHA-224, 1, 2156
72864, 56, SHA-224, 64, 69
72864, 56, SHA-224, 4096, 32
72864, 56, SHA-224, 262144, 131
72864, 64, SHA-256, 1, 2460
72864, 64, SHA-256, 64, 69
72864, 64, SHA-256, 4096, 31
72864, 64, SHA-256, 262144, 116
72864, 96, SHA-384, 1, 3609
72864, 96, SHA-384, 64, 84
72864, 96, SHA-384, 4096, 47
72864, 96, SHA-384, 262144, 117
72864, 128, SHA-512, 1, 4716
72864, 128, SHA-512, 64, 101
72864, 128, SHA-512, 4096, 31
72864, 128, SHA-512, 262144, 116
72864, 56, SHA3-224, 1, 2190
72864, 56, SHA3-224, 64, 53
72864, 56, SHA3-224, 4096, 47
72864, 56, SHA3-224, 262144, 116
72864, 64, SHA3-256, 1, 2460
72864, 64, SHA3-256, 64, 62
72864, 64, SHA3-256, 4096, 38
72864, 64, SHA3-256, 262144, 116
72864, 96, SHA3-384, 1, 3726
72864, 96, SHA3-384, 64, 84
72864, 96, SHA3-384, 4096, 31
72864, 96, SHA3-384, 262144, 116
72864, 128, SHA3-512, 1, 4882
72864, 128, SHA3-512, 64, 116
72864, 128, SHA3-512, 4096, 22
72864, 128, SHA3-512, 262144, 116
137632, 40, SHA-1, 1, 2976
137632, 40, SHA-1, 64, 116
137632, 40, SHA-1, 4096, 63
137632, 40, SHA-1, 262144, 122
137632, 56, SHA-224, 1, 4089
137632, 56, SHA-224, 64, 122
137632, 56, SHA-224, 4096, 62
137632, 56, SHA-224, 262144, 116
137632, 64, SHA-256, 1, 4631
137632, 64, SHA-256, 64, 117
137632, 64, SHA-256, 4096, 63
137632, 64, SHA-256, 262144, 105
137632, 96, SHA-384, 1, 6733
137632, 96, SHA-384, 64, 162
137632, 96, SHA-384, 4096, 69
137632, 96, SHA-384, 262144, 116
137632, 128, SHA-512, 1, 8839
137632, 128, SHA-512, 64, 200
137632, 128, SHA-512, 4096, 68
137632, 128, SHA-512, 262144, 116
137632, 56, SHA3-224, 1, 4148
137632, 56, SHA3-224, 64, 132
137632, 56, SHA3-224, 4096, 68
137632, 56, SHA3-224, 262144, 116
137632, 64, SHA3-256, 1, 4658
137632, 64, SHA3-256, 64, 139
137632, 64, SHA3-256, 4096, 62
137632, 64, SHA3-256, 262144, 116
137632, 96, SHA3-384, 1, 6855
137632, 96, SHA3-384, 64, 162
137632, 96, SHA3-384, 4096, 69
137632, 96, SHA3-384, 262144, 116
137632, 128, SHA3-512, 1, 9209
137632, 128, SHA3-512, 64, 200
137632, 128, SHA3-512, 4096, 69
137632, 128, SHA3-512, 262144, 132
267168, 40, SHA-1, 1, 5698
267168, 40, SHA-1, 64, 216
267168, 40, SHA-1, 4096, 132
267168, 40, SHA-1, 262144, 223
267168, 56, SHA-224, 1, 7867
267168, 56, SHA-224, 64, 238
267168, 56, SHA-224, 4096, 131
267168, 56, SHA-224, 262144, 232
267168, 64, SHA-256, 1, 8961
267168, 64, SHA-256, 64, 263
267168, 64, SHA-256, 4096, 138
267168, 64, SHA-256, 262144, 232
267168, 96, SHA-384, 1, 13087
267168, 96, SHA-384, 64, 332
267168, 96, SHA-384, 4096, 116
267168, 96, SHA-384, 262144, 238
267168, 128, SHA-512, 1, 17159
267168, 128, SHA-512, 64, 386
267168, 128, SHA-512, 4096, 115
267168, 128, SHA-512, 262144, 248
267168, 56, SHA3-224, 1, 8058
267168, 56, SHA3-224, 64, 248
267168, 56, SHA3-224, 4096, 116
267168, 56, SHA3-224, 262144, 238
267168, 64, SHA3-256, 1, 9054
267168, 64, SHA3-256, 64, 254
267168, 64, SHA3-256, 4096, 131
267168, 64, SHA3-256, 262144, 232
267168, 96, SHA3-384, 1, 13387
267168, 96, SHA3-384, 64, 332
267168, 96, SHA3-384, 4096, 131
267168, 96, SHA3-384, 262144, 239
267168, 128, SHA3-512, 1, 17930
267168, 128, SHA3-512, 64, 400
267168, 128, SHA3-512, 4096, 116
267168, 128, SHA3-512, 262144, 248
526240, 40, SHA-1, 1, 11391
526240, 40, SHA-1, 64, 401
526240, 40, SHA-1, 4096, 247
526240, 40, SHA-1, 262144, 370
526240, 56, SHA-224, 1, 15676
526240, 56, SHA-224, 64, 470
526240, 56, SHA-224, 4096, 232
526240, 56, SHA-224, 262144, 370
526240, 64, SHA-256, 1, 17834
526240, 64, SHA-256, 64, 501
526240, 64, SHA-256, 4096, 232
526240, 64, SHA-256, 262144, 354
526240, 96, SHA-384, 1, 25697
526240, 96, SHA-384, 64, 633
526240, 96, SHA-384, 4096, 222
526240, 96, SHA-384, 262144, 348
526240, 128, SHA-512, 1, 33937
526240, 128, SHA-512, 64, 766
526240, 128, SHA-512, 4096, 236
526240, 128, SHA-512, 262144, 366
526240, 56, SHA3-224, 1, 15904
526240, 56, SHA3-224, 64, 463
526240, 56, SHA3-224, 4096, 238
526240, 56, SHA3-224, 262144, 364
526240, 64, SHA3-256, 1, 17782
526240, 64, SHA3-256, 64, 501
526240, 64, SHA3-256, 4096, 247
526240, 64, SHA3-256, 262144, 370
526240, 96, SHA3-384, 1, 26404
526240, 96, SHA3-384, 64, 648
526240, 96, SHA3-384, 4096, 238
526240, 96, SHA3-384, 262144, 363
526240, 128, SHA3-512, 1, 35294
526240, 128, SHA3-512, 64, 786
526240, 128, SHA3-512, 4096, 248
526240, 128, SHA3-512, 262144, 370
1044384, 40, SHA-1, 1, 22556
1044384, 40, SHA-1, 64, 802
1044384, 40, SHA-1, 4096, 519
1044384, 40, SHA-1, 262144, 493
1044384, 56, SHA-224, 1, 30893
1044384, 56, SHA-224, 64, 933
1044384, 56, SHA-224, 4096, 502
1044384, 56, SHA-224, 262144, 470
1044384, 64, SHA-256, 1, 35362
1044384, 64, SHA-256, 64, 1002
1044384, 64, SHA-256, 4096, 486
1044384, 64, SHA-256, 262144, 479
1044384, 96, SHA-384, 1, 51111
1044384, 96, SHA-384, 64, 1256
1044384, 96, SHA-384, 4096, 485
1044384, 96, SHA-384, 262144, 463
1044384, 128, SHA-512, 1, 67529
1044384, 128, SHA-512, 64, 1503
1044384, 128, SHA-512, 4096, 469
1044384, 128, SHA-512, 262144, 463
1044384, 56, SHA3-224, 1, 31439
1044384, 56, SHA3-224, 64, 940
1044384, 56, SHA3-224, 4096, 486
1044384, 56, SHA3-224, 262144, 464
1044384, 64, SHA3-256, 1, 35250
1044384, 64, SHA3-256, 64, 987
1044384, 64, SHA3-256, 4096, 470
1044384, 64, SHA3-256, 262144, 483
1044384, 96, SHA3-384, 1, 52356
1044384, 96, SHA3-384, 64, 1271
1044384, 96, SHA3-384, 4096, 502
1044384, 96, SHA3-384, 262144, 479
1044384, 128, SHA3-512, 1, 70622
1044384, 128, SHA3-512, 64, 1551
1044384, 128, SHA3-512, 4096, 501
1044384, 128, SHA3-512, 262144, 469
2080672, 40, SHA-1, 1, 44911
2080672, 40, SHA-1, 64, 1619
2080672, 40, SHA-1, 4096, 918
2080672, 40, SHA-1, 262144, 932
2080672, 56, SHA-224, 1, 61355
2080672, 56, SHA-224, 64, 1958
2080672, 56, SHA-224, 4096, 971
2080672, 56, SHA-224, 262144, 980
2080672, 64, SHA-256, 1, 70474
2080672, 64, SHA-256, 64, 2037
2080672, 64, SHA-256, 4096, 955
2080672, 64, SHA-256, 262144, 981
2080672, 96, SHA-384, 1, 101914
2080672, 96, SHA-384, 64, 2505
2080672, 96, SHA-384, 4096, 939
2080672, 96, SHA-384, 262144, 933
