y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
122,14.56795608,5.807354922,18,1,0,0,0,0,0,0,0
818,14.56795608,6,0,0,1,0,0,0,0,0,0
31,14.56795608,6,6,0,1,0,0,0,0,0,0
0,14.56795608,6,12,0,1,0,0,0,0,0,0
100,14.56795608,6,18,0,1,0,0,0,0,0,0
1187,14.56795608,6.584962501,0,0,0,1,0,0,0,0,0
37,14.56795608,6.584962501,6,0,0,1,0,0,0,0,0
0,14.56795608,6.584962501,12,0,0,1,0,0,0,0,0
116,14.56795608,6.584962501,18,0,0,1,0,0,0,0,0
1588,14.56795608,7,0,0,0,0,1,0,0,0,0
31,14.56795608,7,6,0,0,0,1,0,0,0,0
16,14.56795608,7,12,0,0,0,1,0,0,0,0
116,14.56795608,7,18,0,0,0,1,0,0,0,0
739,14.56795608,5.807354922,0,0,0,0,0,1,0,0,0
16,14.56795608,5.807354922,6,0,0,0,0,1,0,0,0
15,14.56795608,5.807354922,12,0,0,0,0,1,0,0,0
116,14.56795608,5.807354922,18,0,0,0,0,1,0,0,0
834,14.56795608,6,0,0,0,0,0,0,1,0,0
22,14.56795608,6,6,0,0,0,0,0,1,0,0
16,14.56795608,6,12,0,0,0,0,0,1,0,0
115,14.56795608,6,18,0,0,0,0,0,1,0,0
1250,14.56795608,6.584962501,0,0,0,0,0,0,0,1,0
23,14.56795608,6.584962501,6,0,0,0,0,0,0,1,0
15,14.56795608,6.584962501,12,0,0,0,0,0,0,1,0
132,14.56795608,6.584962501,18,0,0,0,0,0,0,1,0
1619,14.56795608,7,0,0,0,0,0,0,0,0,1
38,14.56795608,7,6,0,0,0,0,0,0,0,1
16,14.56795608,7,12,0,0,0,0,0,0,0,1
115,14.56795608,7,18,0,0,0,0,0,0,0,1
887,15.30492167,5.321928095,0,0,0,0,0,0,0,0,0
32,15.30492167,5.321928095,6,0,0,0,0,0,0,0,0
15,15.30492167,5.321928095,12,0,0,0,0,0,0,0,0
116,15.30492167,5.321928095,18,0,0,0,0,0,0,0,0
1203,15.30492167,5.807354922,0,1,0,0,0,0,0,0,0
38,15.30492167,5.807354922,6,1,0,0,0,0,0,0,0
15,15.30492167,5.807354922,12,1,0,0,0,0,0,0,0
116,15.30492167,5.807354922,18,1,0,0,0,0,0,0,0
1373,15.30492167,6,0,0,1,0,0,0,0,0,0
47,15.30492167,6,6,0,1,0,0,0,0,0,0
15,15.30492167,6,12,0,1,0,0,0,0,0,0
120,15.30492167,6,18,0,1,0,0,0,0,0,0
2005,15.30492167,6.584962501,0,0,0,1,0,0,0,0,0
48,15.30492167,6.584962501,6,0,0,1,0,0,0,0,0
15,15.30492167,6.584962501,12,0,0,1,0,0,0,0,0
116,15.30492167,6.584962501,18,0,0,1,0,0,0,0,0
2660,15.30492167,7,0,0,0,0,1,0,0,0,0
69,15.30492167,7,6,0,0,0,1,0,0,0,0
15,15.30492167,7,12,0,0,0,1,0,0,0,0
116,15.30492167,7,18,0,0,0,1,0,0,0,0
1219,15.30492167,5.807354922,0,0,0,0,0,1,0,0,0
37,15.30492167,5.807354922,6,0,0,0,0,1,0,0,0
16,15.30492167,5.807354922,12,0,0,0,0,1,0,0,0
116,15.30492167,5.807354922,18,0,0,0,0,1,0,0,0
1372,15.30492167,6,0,0,0,0,0,0,1,0,0
47,15.30492167,6,6,0,0,0,0,0,1,0,0
16,15.30492167,6,12,0,0,0,0,0,1,0,0
116,15.30492167,6,18,0,0,0,0,0,1,0,0
2042,15.30492167,6.584962501,0,0,0,0,0,0,0,1,0
47,15.30492167,6.584962501,6,0,0,0,0,0,0,1,0
16,15.30492167,6.584962501,12,0,0,0,0,0,0,1,0
122,15.30492167,6.584962501,18,0,0,0,0,0,0,1,0
2707,15.30492167,7,0,0,0,0,0,0,0,0,1
63,15.30492167,7,6,0,0,0,0,0,0,0,1
34,15.30492167,7,12,0,0,0,0,0,0,0,1
103,15.30492167,7,18,0,0,0,0,0,0,0,1
1599,16.15291858,5.321928095,0,0,0,0,0,0,0,0,0
51,16.15291858,5.321928095,6,0,0,0,0,0,0,0,0
31,16.15291858,5.321928095,12,0,0,0,0,0,0,0,0
118,16.15291858,5.321928095,18,0,0,0,0,0,0,0,0
2156,16.15291858,5.807354922,0,1,0,0,0,0,0,0,0
69,16.15291858,5.807354922,6,1,0,0,0,0,0,0,0
32,16.15291858,5.807354922,12,1,0,0,0,0,0,0,0
131,16.15291858,5.807354922,18,1,0,0,0,0,0,0,0
2460,16.15291858,6,0,0,1,0,0,0,0,0,0
69,16.15291858,6,6,0,1,0,0,0,0,0,0
31,16.15291858,6,12,0,1,0,0,0,0,0,0
116,16.15291858,6,18,0,1,0,0,0,0,0,0
3609,16.15291858,6.584962501,0,0,0,1,0,0,0,0,0
84,16.15291858,6.584962501,6,0,0,1,0,0,0,0,0
47,16.15291858,6.584962501,12,0,0,1,0,0,0,0,0
117,16.15291858,6.584962501,18,0,0,1,0,0,0,0,0
4716,16.15291858,7,0,0,0,0,1,0,0,0,0
101,16.15291858,7,6,0,0,0,1,0,0,0,0
31,16.15291858,7,12,0,0,0,1,0,0,0,0
116,16.15291858,7,18,0,0,0,1,0,0,0,0
2190,16.15291858,5.807354922,0,0,0,0,0,1,0,0,0
53,16.15291858,5.807354922,6,0,0,0,0,1,0,0,0
47,16.15291858,5.807354922,12,0,0,0,0,1,0,0,0
116,16.15291858,5.807354922,18,0,0,0,0,1,0,0,0
2460,16.15291858,6,0,0,0,0,0,0,1,0,0
62,16.15291858,6,6,0,0,0,0,0,1,0,0
38,16.15291858,6,12,0,0,0,0,0,1,0,0
116,16.15291858,6,18,0,0,0,0,0,1,0,0
3726,16.15291858,6.584962501,0,0,0,0,0,0,0,1,0
84,16.15291858,6.584962501,6,0,0,0,0,0,0,1,0
31,16.15291858,6.584962501,12,0,0,0,0,0,0,1,0
116,16.15291858,6.584962501,18,0,0,0,0,0,0,1,0
4882,16.15291858,7,0,0,0,0,0,0,0,0,1
116,16.15291858,7,6,0,0,0,0,0,0,0,1
22,16.15291858,7,12,0,0,0,0,0,0,0,1
116,16.15291858,7,18,0,0,0,0,0,0,0,1
2976,17.07045642,5.321928095,0,0,0,0,0,0,0,0,0
116,17.07045642,5.321928095,6,0,0,0,0,0,0,0,0
63,17.07045642,5.321928095,12,0,0,0,0,0,0,0,0
122,17.07045642,5.321928095,18,0,0,0,0,0,0,0,0
4089,17.07045642,5.807354922,0,1,0,0,0,0,0,0,0
122,17.07045642,5.807354922,6,1,0,0,0,0,0,0,0
62,17.07045642,5.807354922,12,1,0,0,0,0,0,0,0
116,17.07045642,5.807354922,18,1,0,0,0,0,0,0,0
4631,17.07045642,6,0,0,1,0,0,0,0,0,0
117,17.07045642,6,6,0,1,0,0,0,0,0,0
63,17.07045642,6,12,0,1,0,0,0,0,0,0
105,17.07045642,6,18,0,1,0,0,0,0,0,0
6733,17.07045642,6.584962501,0,0,0,1,0,0,0,0,0
162,17.07045642,6.584962501,6,0,0,1,0,0,0,0,0
69,17.07045642,6.584962501,12,0,0,1,0,0,0,0,0
116,17.07045642,6.584962501,18,0,0,1,0,0,0,0,0
8839,17.07045642,7,0,0,0,0,1,0,0,0,0
200,17.07045642,7,6,0,0,0,1,0,0,0,0
68,17.07045642,7,12,0,0,0,1,0,0,0,0
116,17.07045642,7,18,0,0,0,1,0,0,0,0
4148,17.07045642,5.807354922,0,0,0,0,0,1,0,0,0
132,17.07045642,5.807354922,6,0,0,0,0,1,0,0,0
68,17.07045642,5.807354922,12,0,0,0,0,1,0,0,0
116,17.07045642,5.807354922,18,0,0,0,0,1,0,0,0
4658,17.07045642,6,0,0,0,0,0,0,1,0,0
139,17.07045642,6,6,0,0,0,0,0,1,0,0
62,17.07045642,6,12,0,0,0,0,0,1,0,0
116,17.07045642,6,18,0,0,0,0,0,1,0,0
6855,17.07045642,6.584962501,0,0,0,0,0,0,0,1,0
162,17.07045642,6.584962501,6,0,0,0,0,0,0,1,0
69,17.07045642,6.584962501,12,0,0,0,0,0,0,1,0
116,17.07045642,6.584962501,18,0,0,0,0,0,0,1,0
9209,17.07045642,7,0,0,0,0,0,0,0,0,1
200,17.07045642,7,6,0,0,0,0,0,0,0,1
69,17.07045642,7,12,0,0,0,0,0,0,0,1
132,17.07045642,7,18,0,0,0,0,0,0,0,1
5698,18.02738769,5.321928095,0,0,0,0,0,0,0,0,0
216,18.02738769,5.321928095,6,0,0,0,0,0,0,0,0
132,18.02738769,5.321928095,12,0,0,0,0,0,0,0,0
223,18.02738769,5.321928095,18,0,0,0,0,0,0,0,0
7867,18.02738769,5.807354922,0,1,0,0,0,0,0,0,0
238,18.02738769,5.807354922,6,1,0,0,0,0,0,0,0
131,18.02738769,5.807354922,12,1,0,0,0,0,0,0,0
232,18.02738769,5.807354922,18,1,0,0,0,0,0,0,0
8961,18.02738769,6,0,0,1,0,0,0,0,0,0
263,18.02738769,6,6,0,1,0,0,0,0,0,0
138,18.02738769,6,12,0,1,0,0,0,0,0,0
232,18.02738769,6,18,0,1,0,0,0,0,0,0
13087,18.02738769,6.584962501,0,0,0,1,0,0,0,0,0
332,18.02738769,6.584962501,6,0,0,1,0,0,0,0,0
116,18.02738769,6.584962501,12,0,0,1,0,0,0,0,0
238,18.02738769,6.584962501,18,0,0,1,0,0,0,0,0
17159,18.02738769,7,0,0,0,0,1,0,0,0,0
386,18.02738769,7,6,0,0,0,1,0,0,0,0
115,18.02738769,7,12,0,0,0,1,0,0,0,0
248,18.02738769,7,18,0,0,0,1,0,0,0,0
8058,18.02738769,5.807354922,0,0,0,0,0,1,0,0,0
248,18.02738769,5.807354922,6,0,0,0,0,1,0,0,0
116,18.02738769,5.807354922,12,0,0,0,0,1,0,0,0
238,18.02738769,5.807354922,18,0,0,0,0,1,0,0,0
9054,18.02738769,6,0,0,0,0,0,0,1,0,0
254,18.02738769,6,6,0,0,0,0,0,1,0,0
131,18.02738769,6,12,0,0,0,0,0,1,0,0
232,18.02738769,6,18,0,0,0,0,0,1,0,0
13387,18.02738769,6.584962501,0,0,0,0,0,0,0,1,0
332,18.02738769,6.584962501,6,0,0,0,0,0,0,1,0
131,18.02738769,6.584962501,12,0,0,0,0,0,0,1,0
239,18.02738769,6.584962501,18,0,0,0,0,0,0,1,0
17930,18.02738769,7,0,0,0,0,0,0,0,0,1
400,18.02738769,7,6,0,0,0,0,0,0,0,1
116,18.02738769,7,12,0,0,0,0,0,0,0,1
248,18.02738769,7,18,0,0,0,0,0,0,0,1
11391,19.00536139,5.321928095,0,0,0,0,0,0,0,0,0
401,19.00536139,5.321928095,6,0,0,0,0,0,0,0,0
247,19.00536139,5.321928095,12,0,0,0,0,0,0,0,0
370,19.00536139,5.321928095,18,0,0,0,0,0,0,0,0
15676,19.00536139,5.807354922,0,1,0,0,0,0,0,0,0
470,19.00536139,5.807354922,6,1,0,0,0,0,0,0,0
232,19.00536139,5.807354922,12,1,0,0,0,0,0,0,0
370,19.00536139,5.807354922,18,1,0,0,0,0,0,0,0
17834,19.00536139,6,0,0,1,0,0,0,0,0,0
501,19.00536139,6,6,0,1,0,0,0,0,0,0
232,19.00536139,6,12,0,1,0,0,0,0,0,0
354,19.00536139,6,18,0,1,0,0,0,0,0,0
25697,19.00536139,6.584962501,0,0,0,1,0,0,0,0,0
633,19.00536139,6.584962501,6,0,0,1,0,0,0,0,0
222,19.00536139,6.584962501,12,0,0,1,0,0,0,0,0
348,19.00536139,6.584962501,18,0,0,1,0,0,0,0,0
33937,19.00536139,7,0,0,0,0,1,0,0,0,0
766,19.00536139,7,6,0,0,0,1,0,0,0,0
236,19.00536139,7,12,0,0,0,1,0,0,0,0
366,19.00536139,7,18,0,0,0,1,0,0,0,0
15904,19.00536139,5.807354922,0,0,0,0,0,1,0,0,0
463,19.00536139,5.807354922,6,0,0,0,0,1,0,0,0
238,19.00536139,5.807354922,12,0,0,0,0,1,0,0,0
364,19.00536139,5.807354922,18,0,0,0,0,1,0,0,0
17782,19.00536139,6,0,0,0,0,0,0,1,0,0
501,19.00536139,6,6,0,0,0,0,0,1,0,0
247,19.00536139,6,12,0,0,0,0,0,1,0,0
370,19.00536139,6,18,0,0,0,0,0,1,0,0
26404,19.00536139,6.584962501,0,0,0,0,0,0,0,1,0
648,19.00536139,6.584962501,6,0,0,0,0,0,0,1,0
238,19.00536139,6.584962501,12,0,0,0,0,0,0,1,0
363,19.00536139,6.584962501,18,0,0,0,0,0,0,1,0
35294,19.00536139,7,0,0,0,0,0,0,0,0,1
786,19.00536139,7,6,0,0,0,0,0,0,0,1
248,19.00536139,7,12,0,0,0,0,0,0,0,1
370,19.00536139,7,18,0,0,0,0,0,0,0,1
22556,19.99422083,5.321928095,0,0,0,0,0,0,0,0,0
802,19.99422083,5.321928095,6,0,0,0,0,0,0,0,0
519,19.99422083,5.321928095,12,0,0,0,0,0,0,0,0
493,19.99422083,5.321928095,18,0,0,0,0,0,0,0,0
30893,19.99422083,5.807354922,0,1,0,0,0,0,0,0,0
933,19.99422083,5.807354922,6,1,0,0,0,0,0,0,0
502,19.99422083,5.807354922,12,1,0,0,0,0,0,0,0
470,19.99422083,5.807354922,18,1,0,0,0,0,0,0,0
35362,19.99422083,6,0,0,1,0,0,0,0,0,0
1002,19.99422083,6,6,0,1,0,0,0,0,0,0
486,19.99422083,6,12,0,1,0,0,0,0,0,0
479,19.99422083,6,18,0,1,0,0,0,0,0,0
51111,19.99422083,6.584962501,0,0,0,1,0,0,0,0,0
1256,19.99422083,6.584962501,6,0,0,1,0,0,0,0,0
485,19.99422083,6.584962501,12,0,0,1,0,0,0,0,0
463,19.99422083,6.584962501,18,0,0,1,0,0,0,0,0
67529,19.99422083,7,0,0,0,0,1,0,0,0,0
1503,19.99422083,7,6,0,0,0,1,0,0,0,0
469,19.99422083,7,12,0,0,0,1,0,0,0,0
463,19.99422083,7,18,0,0,0,1,0,0,0,0
31439,19.99422083,5.807354922,0,0,0,0,0,1,0,0,0
940,19.99422083,5.807354922,6,0,0,0,0,1,0,0,0
486,19.99422083,5.807354922,12,0,0,0,0,1,0,0,0
464,19.99422083,5.807354922,18,0,0,0,0,1,0,0,0
35250,19.99422083,6,0,0,0,0,0,0,1,0,0
987,19.99422083,6,6,0,0,0,0,0,1,0,0
470,19.99422083,6,12,0,0,0,0,0,1,0,0
483,19.99422083,6,18,0,0,0,0,0,1,0,0
52356,19.99422083,6.584962501,0,0,0,0,0,0,0,1,0
1271,19.99422083,6.584962501,6,0,0,0,0,0,0,1,0
502,19.99422083,6.584962501,12,0,0,0,0,0,0,1,0
479,19.99422083,6.584962501,18,0,0,0,0,0,0,1,0
70622,19.99422083,7,0,0,0,0,0,0,0,0,1
1551,19.99422083,7,6,0,0,0,0,0,0,0,1
501,19.99422083,7,12,0,0,0,0,0,0,0,1
469,19.99422083,7,18,0,0,0,0,0,0,0,1
44911,20.98861812,5.321928095,0,0,0,0,0,0,0,0,0
1619,20.98861812,5.321928095,6,0,0,0,0,0,0,0,0
918,20.98861812,5.321928095,12,0,0,0,0,0,0,0,0
932,20.98861812,5.321928095,18,0,0,0,0,0,0,0,0
61355,20.98861812,5.807354922,0,1,0,0,0,0,0,0,0
1958,20.98861812,5.807354922,6,1,0,0,0,0,0,0,0
971,20.98861812,5.807354922,12,1,0,0,0,0,0,0,0
980,20.98861812,5.807354922,18,1,0,0,0,0,0,0,0
70474,20.98861812,6,0,0,1,0,0,0,0,0,0
2037,20.98861812,6,6,0,1,0,0,0,0,0,0
955,20.98861812,6,12,0,1,0,0,0,0,0,0
981,20.98861812,6,18,0,1,0,0,0,0,0,0
101914,20.98861812,6.584962501,0,0,0,1,0,0,0,0,0
2505,20.98861812,6.584962501,6,0,0,1,0,0,0,0,0
939,20.98861812,6.584962501,12,0,0,1,0,0,0,0,0
933,20.98861812,6.584962501,18,0,0,1,0,0,0,0,0
1443,13.98299357,5.321928095,0,0,0,0,0,0,0,0,0
201,13.98299357,5.321928095,1,0,0,0,0,0,0,0,0
100,13.98299357,5.321928095,2,0,0,0,0,0,0,0,0
47,13.98299357,5.321928095,3,0,0,0,0,0,0,0,0
21,13.98299357,5.321928095,4,0,0,0,0,0,0,0,0
16,13.98299357,5.321928095,5,0,0,0,0,0,0,0,0
15,13.98299357,5.321928095,6,0,0,0,0,0,0,0,0
16,13.98299357,5.321928095,7,0,0,0,0,0,0,0,0
18,13.98299357,5.321928095,8,0,0,0,0,0,0,0,0
3,13.98299357,5.321928095,9,0,0,0,0,0,0,0,0
16,13.98299357,5.321928095,10,0,0,0,0,0,0,0,0
0,13.98299357,5.321928095,11,0,0,0,0,0,0,0,0
15,13.98299357,5.321928095,12,0,0,0,0,0,0,0,0
0,13.98299357,5.321928095,13,0,0,0,0,0,0,0,0
0,13.98299357,5.321928095,14,0,0,0,0,0,0,0,0
16,13.98299357,5.321928095,15,0,0,0,0,0,0,0,0
38,13.98299357,5.321928095,16,0,0,0,0,0,0,0,0
62,13.98299357,5.321928095,17,0,0,0,0,0,0,0,0
116,13.98299357,5.321928095,18,0,0,0,0,0,0,0,0
254,13.98299357,5.321928095,19,0,0,0,0,0,0,0,0
485,13.98299357,5.321928095,20,0,0,0,0,0,0,0,0
917,13.98299357,5.321928095,21,0,0,0,0,0,0,0,0
1804,13.98299357,5.321928095,22,0,0,0,0,0,0,0,0
3577,13.98299357,5.321928095,23,0,0,0,0,0,0,0,0
7177,13.98299357,5.321928095,24,0,0,0,0,0,0,0,0
14328,13.98299357,5.321928095,25,0,0,0,0,0,0,0,0
28895,13.98299357,5.321928095,26,0,0,0,0,0,0,0,0
563,13.98299357,5.807354922,0,1,0,0,0,0,0,0,0
254,13.98299357,5.807354922,1,1,0,0,0,0,0,0,0
131,13.98299357,5.807354922,2,1,0,0,0,0,0,0,0
69,13.98299357,5.807354922,3,1,0,0,0,0,0,0,0
47,13.98299357,5.807354922,4,1,0,0,0,0,0,0,0
34,13.98299357,5.807354922,5,1,0,0,0,0,0,0,0
3,13.98299357,5.807354922,6,1,0,0,0,0,0,0,0
16,13.98299357,5.807354922,7,1,0,0,0,0,0,0,0
15,13.98299357,5.807354922,8,1,0,0,0,0,0,0,0
16,13.98299357,5.807354922,9,1,0,0,0,0,0,0,0
15,13.98299357,5.807354922,10,1,0,0,0,0,0,0,0
0,13.98299357,5.807354922,11,1,0,0,0,0,0,0,0
16,13.98299357,5.807354922,12,1,0,0,0,0,0,0,0
0,13.98299357,5.807354922,13,1,0,0,0,0,0,0,0
22,13.98299357,5.807354922,14,1,0,0,0,0,0,0,0
16,13.98299357,5.807354922,15,1,0,0,0,0,0,0,0
31,13.98299357,5.807354922,16,1,0,0,0,0,0,0,0
53,13.98299357,5.807354922,17,1,0,0,0,0,0,0,0
132,13.98299357,5.807354922,18,1,0,0,0,0,0,0,0
232,13.98299357,5.807354922,19,1,0,0,0,0,0,0,0
470,13.98299357,5.807354922,20,1,0,0,0,0,0,0,0
917,13.98299357,5.807354922,21,1,0,0,0,0,0,0,0
1820,13.98299357,5.807354922,22,1,0,0,0,0,0,0,0
3623,13.98299357,5.807354922,23,1,0,0,0,0,0,0,0
7217,13.98299357,5.807354922,24,1,0,0,0,0,0,0,0
14377,13.98299357,5.807354922,25,1,0,0,0,0,0,0,0
28724,13.98299357,5.807354922,26,1,0,0,0,0,0,0,0
567,13.98299357,6,0,0,1,0,0,0,0,0,0
286,13.98299357,6,1,0,1,0,0,0,0,0,0
153,13.98299357,6,2,0,1,0,0,0,0,0,0
78,13.98299357,6,3,0,1,0,0,0,0,0,0
54,13.98299357,6,4,0,1,0,0,0,0,0,0
15,13.98299357,6,5,0,1,0,0,0,0,0,0
16,13.98299357,6,6,0,1,0,0,0,0,0,0
18,13.98299357,6,7,0,1,0,0,0,0,0,0
3,13.98299357,6,8,0,1,0,0,0,0,0,0
15,13.98299357,6,9,0,1,0,0,0,0,0,0
0,13.98299357,6,10,0,1,0,0,0,0,0,0
16,13.98299357,6,11,0,1,0,0,0,0,0,0
0,13.98299357,6,12,0,1,0,0,0,0,0,0
16,13.98299357,6,13,0,1,0,0,0,0,0,0
0,13.98299357,6,14,0,1,0,0,0,0,0,0
16,13.98299357,6,15,0,1,0,0,0,0,0,0
22,13.98299357,6,16,0,1,0,0,0,0,0,0
62,13.98299357,6,17,0,1,0,0,0,0,0,0
117,13.98299357,6,18,0,1,0,0,0,0,0,0
253,13.98299357,6,19,0,1,0,0,0,0,0,0
467,13.98299357,6,20,0,1,0,0,0,0,0,0
903,13.98299357,6,21,0,1,0,0,0,0,0,0
1818,13.98299357,6,22,0,1,0,0,0,0,0,0
3622,13.98299357,6,23,0,1,0,0,0,0,0,0
7193,13.98299357,6,24,0,1,0,0,0,0,0,0
14359,13.98299357,6,25,0,1,0,0,0,0,0,0
28826,13.98299357,6,26,0,1,0,0,0,0,0,0
834,13.98299357,6.584962501,0,0,0,1,0,0,0,0,0
416,13.98299357,6.584962501,1,0,0,1,0,0,0,0,0
216,13.98299357,6.584962501,2,0,0,1,0,0,0,0,0
118,13.98299357,6.584962501,3,0,0,1,0,0,0,0,0
50,13.98299357,6.584962501,4,0,0,1,0,0,0,0,0
32,13.98299357,6.584962501,5,0,0,1,0,0,0,0,0
21,13.98299357,6.584962501,6,0,0,1,0,0,0,0,0
16,13.98299357,6.584962501,7,0,0,1,0,0,0,0,0
16,13.98299357,6.584962501,8,0,0,1,0,0,0,0,0
16,13.98299357,6.584962501,9,0,0,1,0,0,0,0,0
0,13.98299357,6.584962501,10,0,0,1,0,0,0,0,0
15,13.98299357,6.584962501,11,0,0,1,0,0,0,0,0
16,13.98299357,6.584962501,12,0,0,1,0,0,0,0,0
0,13.98299357,6.584962501,13,0,0,1,0,0,0,0,0
20,13.98299357,6.584962501,14,0,0,1,0,0,0,0,0
1,13.98299357,6.584962501,15,0,0,1,0,0,0,0,0
31,13.98299357,6.584962501,16,0,0,1,0,0,0,0,0
69,13.98299357,6.584962501,17,0,0,1,0,0,0,0,0
116,13.98299357,6.584962501,18,0,0,1,0,0,0,0,0
231,13.98299357,6.584962501,19,0,0,1,0,0,0,0,0
470,13.98299357,6.584962501,20,0,0,1,0,0,0,0,0
917,13.98299357,6.584962501,21,0,0,1,0,0,0,0,0
1804,13.98299357,6.584962501,22,0,0,1,0,0,0,0,0
3591,13.98299357,6.584962501,23,0,0,1,0,0,0,0,0
7174,13.98299357,6.584962501,24,0,0,1,0,0,0,0,0
14278,13.98299357,6.584962501,25,0,0,1,0,0,0,0,0
34411,13.98299357,6.584962501,26,0,0,1,0,0,0,0,0
1338,13.98299357,7,0,0,0,0,1,0,0,0,0
732,13.98299357,7,1,0,0,0,1,0,0,0,0
559,13.98299357,7,2,0,0,0,1,0,0,0,0
172,13.98299357,7,3,0,0,0,1,0,0,0,0
89,13.98299357,7,4,0,0,0,1,0,0,0,0
100,13.98299357,7,5,0,0,0,1,0,0,0,0
90,13.98299357,7,6,0,0,0,1,0,0,0,0
41,13.98299357,7,7,0,0,0,1,0,0,0,0
12,13.98299357,7,8,0,0,0,1,0,0,0,0
12,13.98299357,7,9,0,0,0,1,0,0,0,0
9,13.98299357,7,10,0,0,0,1,0,0,0,0
8,13.98299357,7,11,0,0,0,1,0,0,0,0
13,13.98299357,7,12,0,0,0,1,0,0,0,0
9,13.98299357,7,13,0,0,0,1,0,0,0,0
10,13.98299357,7,14,0,0,0,1,0,0,0,0
17,13.98299357,7,15,0,0,0,1,0,0,0,0
38,13.98299357,7,16,0,0,0,1,0,0,0,0
70,13.98299357,7,17,0,0,0,1,0,0,0,0
161,13.98299357,7,18,0,0,0,1,0,0,0,0
368,13.98299357,7,19,0,0,0,1,0,0,0,0
506,13.98299357,7,20,0,0,0,1,0,0,0,0
1041,13.98299357,7,21,0,0,0,1,0,0,0,0
2231,13.98299357,7,22,0,0,0,1,0,0,0,0
4003,13.98299357,7,23,0,0,0,1,0,0,0,0
8898,13.98299357,7,24,0,0,0,1,0,0,0,0
16383,13.98299357,7,25,0,0,0,1,0,0,0,0
31726,13.98299357,7,26,0,0,0,1,0,0,0,0
517,13.98299357,5.807354922,0,0,0,0,0,1,0,0,0
253,13.98299357,5.807354922,1,0,0,0,0,1,0,0,0
148,13.98299357,5.807354922,2,0,0,0,0,1,0,0,0
69,13.98299357,5.807354922,3,0,0,0,0,1,0,0,0
31,13.98299357,5.807354922,4,0,0,0,0,1,0,0,0
31,13.98299357,5.807354922,5,0,0,0,0,1,0,0,0
6,13.98299357,5.807354922,6,0,0,0,0,1,0,0,0
16,13.98299357,5.807354922,7,0,0,0,0,1,0,0,0
15,13.98299357,5.807354922,8,0,0,0,0,1,0,0,0
16,13.98299357,5.807354922,9,0,0,0,0,1,0,0,0
0,13.98299357,5.807354922,10,0,0,0,0,1,0,0,0
0,13.98299357,5.807354922,11,0,0,0,0,1,0,0,0
15,13.98299357,5.807354922,12,0,0,0,0,1,0,0,0
0,13.98299357,5.807354922,13,0,0,0,0,1,0,0,0
22,13.98299357,5.807354922,14,0,0,0,0,1,0,0,0
16,13.98299357,5.807354922,15,0,0,0,0,1,0,0,0
